,Unnamed: 0,Tahun,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Lahan,luas bangunan,Cluster
86,86,2022,0.13207547169811318,0.7692307692307692,0,0,0.1758793969849246,0.0290827740492169,1
84,84,2019,0.05094339622641508,0.6153846153846153,0.1666666666666666,0,0.1206030150753769,0.0111856823266219,1
83,83,2019,0.13207547169811318,0.5384615384615384,0,0,0.1758793969849246,0.0290827740492169,1
225,225,2019,0.13207547169811318,0.6923076923076922,0.1666666666666666,0,0,0.1230425055928411,1
227,227,2018,0.10377358490566035,0.5384615384615384,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,1
80,80,2020,0.33018867924528295,0.6923076923076922,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,1
78,78,2018,0.09433962264150941,0.5384615384615384,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,1
77,77,2020,0.18867924528301883,0.6153846153846153,0.1666666666666666,0,0.1507537688442211,0.0290827740492169,1
76,76,2018,0.18679245283018864,0.846153846153846,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,1
149,149,2020,0.5471698113207547,0.846153846153846,0.1666666666666666,0,0.2412060301507537,0.0492170022371364,1
231,231,2019,0.28301886792452824,0.5384615384615384,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,1
71,71,2019,0.29622641509433956,0.923076923076923,0.1666666666666666,0,0.3165829145728643,0.0290827740492169,1
233,233,2022,0.5283018867924528,0.6923076923076922,0.1666666666666666,0,0,0.1364653243847874,1
69,69,2022,0.06603773584905659,0.4615384615384615,0.1666666666666666,0,0.185929648241206,0.0156599552572706,1
87,87,2023,0.13207547169811318,0.846153846153846,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,1
68,68,2018,0.10377358490566035,0.6923076923076922,0.1666666666666666,0,0.185929648241206,0.0290827740492169,1
212,212,2016,0.17924528301886788,0.5384615384615384,0.1666666666666666,0,0,0.0917225950782997,1
109,109,2023,0.10377358490566035,0.5384615384615384,0,0.3333333333333333,0.1306532663316583,0.0380313199105145,1
148,148,2019,0.15094339622641506,0.7692307692307692,0.1666666666666666,0,0.2211055276381909,0.0201342281879194,1
151,151,2021,0.5188679245283019,0.4615384615384615,0.1666666666666666,0,0.185929648241206,0.0827740492170022,1
146,146,2023,0.5094339622641509,0.6153846153846153,0.1666666666666666,0,0.4221105527638191,0.0380313199105145,1
145,145,2010,0.29622641509433956,0.5384615384615384,0.1666666666666666,0,0.4824120603015075,0.0290827740492169,1
153,153,2018,0.1132075471698113,0.923076923076923,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,1
157,157,2019,0.06603773584905659,1,0.1666666666666666,0,0.185929648241206,0.0156599552572706,1
158,158,2020,0.28301886792452824,0.846153846153846,0.1666666666666666,0,0.2261306532663316,0.0492170022371364,1
317,317,2023,0.7169811320754716,0.6923076923076922,0.3333333333333333,0,0.0452261306532663,0.1096196868008948,1
139,139,2021,0.5566037735849056,0.6923076923076922,0.1666666666666666,0,0.0452261306532663,0.1387024608501118,1
160,160,2021,0.5377358490566038,0.5384615384615384,0.1666666666666666,0,0.1959798994974874,0.0604026845637583,1
162,162,2018,0.28301886792452824,0.6923076923076922,0.1666666666666666,0,0.3417085427135679,0.0604026845637583,1
166,166,2020,0.1132075471698113,0.6923076923076922,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,1
167,167,2018,0.13207547169811318,0.5384615384615384,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,1
168,168,2017,0.10377358490566035,0.6153846153846153,0.1666666666666666,0,0.185929648241206,0.0290827740492169,1
209,209,2020,0.21698113207547165,1,0,0,0.2613065326633166,0.0290827740492169,1
130,130,2019,0,1,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,1
174,174,2022,0.5094339622641509,0.923076923076923,0.1666666666666666,0,0.271356783919598,0.0671140939597315,1
175,175,2020,0.5188679245283019,0.6923076923076922,0.3333333333333333,0.3333333333333333,0.3266331658291457,0.105145413870246,1
176,176,2017,0.5,0.6923076923076922,0.3333333333333333,0,0.5577889447236181,0.0693512304250559,1
124,124,2017,0.09433962264150941,0.6923076923076922,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,1
188,188,2018,0.21698113207547165,0.6923076923076922,0.1666666666666666,0,0,0.1722595078299776,1
190,190,2017,0.05094339622641508,0.4615384615384615,0.1666666666666666,0,0.1206030150753769,0.0111856823266219,1
195,195,2023,0.13207547169811318,0.6923076923076922,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,1
201,201,2018,0.18490566037735845,0.7692307692307692,0.1666666666666666,0,0.1256281407035175,0.0380313199105145,1
117,117,2018,0.1132075471698113,0.4615384615384615,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,1
202,202,2020,0.5415094339622641,0.923076923076923,0.3333333333333333,0,0.2964824120603015,0.0850111856823266,1
115,115,2018,0.1132075471698113,1,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,1
206,206,2023,0.33018867924528295,0.4615384615384615,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,1
207,207,2022,0.16981132075471694,0.6923076923076922,0.1666666666666666,0,0.1708542713567839,0.0492170022371364,1
111,111,2020,0.28301886792452824,0.6923076923076922,0.1666666666666666,0,0.3366834170854271,0.0604026845637583,1
173,173,2023,0.5094339622641509,0.923076923076923,0.1666666666666666,0,0.271356783919598,0.0671140939597315,1
67,67,2019,0.14716981132075468,0.846153846153846,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,1
75,75,2016,0.18679245283018864,1,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,1
150,150,2017,0.5471698113207547,0.6923076923076922,0.1666666666666666,0,0.2412060301507537,0.0492170022371364,1
271,271,2016,0.14150943396226412,0.846153846153846,0.3333333333333333,0.6666666666666667,0,0.1029082774049217,1
272,272,2018,0.13207547169811318,0.6923076923076922,0.5,0,0,0.0917225950782997,1
297,297,2022,0.6773584905660378,0.6923076923076922,0.3333333333333333,0.3333333333333333,0,0.1230425055928411,1
42,42,2022,0.29622641509433956,0.6923076923076922,0.1666666666666666,0,0.3165829145728643,0.0290827740492169,1
295,295,2018,0.8867924528301886,0.923076923076923,0.1666666666666666,0,0,0.145413870246085,1
275,275,2018,0.5566037735849056,0.923076923076923,0.1666666666666666,0,0.1206030150753769,0.1275167785234899,1
279,279,2018,0.10377358490566035,1,0.1666666666666666,0,0.1206030150753769,0.2170022371364653,1
280,280,2017,0.1132075471698113,0.846153846153846,0.6666666666666666,0.3333333333333333,0,0.1096196868008948,1
281,281,2016,0.10377358490566035,0.6153846153846153,0.3333333333333333,0,0,0.1208053691275167,1
282,282,2015,0.29622641509433956,0.5384615384615384,0.1666666666666666,0.3333333333333333,0,0.1297539149888143,1
35,35,2022,0.1924528301886792,0.4615384615384615,0.3333333333333333,0.3333333333333333,0.4271356783919597,0.0827740492170022,1
13,13,2018,0.2075471698113207,1,0.1666666666666666,0,0.1809045226130653,0.0492170022371364,1
33,33,2019,0.14716981132075468,1,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,1
14,14,2017,0.21698113207547165,0.846153846153846,0.1666666666666666,0,0.0452261306532663,0.116331096196868,1
284,284,2014,0.13207547169811318,0.6923076923076922,0.5,0.6666666666666667,0.0452261306532663,0.1096196868008948,1
66,66,2019,0.33018867924528295,0.7692307692307692,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,1
290,290,2013,0.1132075471698113,0.6153846153846153,0.3333333333333333,0.3333333333333333,0,0.1409395973154362,1
15,15,2019,0.21132075471698109,0.6153846153846153,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,1
29,29,2020,0.14716981132075468,0.6923076923076922,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,1
288,288,2014,0.5188679245283019,0.6923076923076922,0.3333333333333333,0,0,0.1364653243847874,1
16,16,2019,0.33018867924528295,0.5384615384615384,0.1666666666666666,0,0.2311557788944723,0.0514541387024608,1
23,23,2021,0.15094339622641506,0.5384615384615384,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,1
27,27,2018,0.5188679245283019,0.5384615384615384,0.1666666666666666,0,0.271356783919598,0.0604026845637583,1
270,270,2019,0.660377358490566,0.7692307692307692,0.1666666666666666,0,0,0.1096196868008948,1
296,296,2015,0.660377358490566,0.923076923076923,0.3333333333333333,0,0,0.1208053691275167,1
64,64,2018,0.06603773584905659,0.6153846153846153,0.1666666666666666,0,0.185929648241206,0.0156599552572706,1
63,63,2020,0.28301886792452824,0.5384615384615384,0.1666666666666666,0,0.3417085427135679,0.0604026845637583,1
237,237,2017,0.1132075471698113,1,0.1666666666666666,0,0.1206030150753769,0.2170022371364653,1
1,1,2023,0.18867924528301883,0.5384615384615384,0.1666666666666666,0,0.1206030150753769,0.0156599552572706,1
239,239,2016,0.1132075471698113,0.4615384615384615,0.3333333333333333,0,0.1206030150753769,0.2170022371364653,1
2,2,2022,0.18679245283018864,0.6153846153846153,0.1666666666666666,0,0.1206030150753769,0.0156599552572706,1
18,18,2022,0.09433962264150941,0.6923076923076922,0.1666666666666666,0,0.2010050251256281,0.0290827740492169,1
246,246,2022,0.23584905660377353,0.6923076923076922,0.6666666666666666,0.3333333333333333,0.1206030150753769,0.2170022371364653,1
4,4,2020,0.08490566037735847,0.7692307692307692,0.1666666666666666,0,0.1959798994974874,0.0290827740492169,1
57,57,2021,0.28301886792452824,0.6923076923076922,0.1666666666666666,0.3333333333333333,0.1557788944723618,0.0984340044742729,1
289,289,2017,0.5094339622641509,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.1206030150753769,0.1387024608501118,1
252,252,2018,0.839622641509434,1,0.1666666666666666,0,0,0.1096196868008948,1
254,254,2018,0.10377358490566035,0.4615384615384615,0.1666666666666666,0,0.1206030150753769,0.2170022371364653,1
5,5,2017,0.06603773584905659,0.846153846153846,0.1666666666666666,0,0.185929648241206,0.0156599552572706,1
6,6,2021,0.2264150943396226,0.6923076923076922,0.1666666666666666,0,0.2914572864321608,0.0290827740492169,1
7,7,2016,0.06981132075471697,0.4615384615384615,0.1666666666666666,0,0.1206030150753769,0.0111856823266219,1
21,21,2020,0.18867924528301883,0.6923076923076922,0.1666666666666666,0,0.1909547738693467,0.0425055928411633,1
9,9,2020,0.5094339622641509,0.923076923076923,0.3333333333333333,0.6666666666666667,0.5577889447236181,0.105145413870246,1
50,50,2019,0.13207547169811318,0.4615384615384615,0,0,0.1758793969849246,0.0290827740492169,1
310,310,2014,0.6792452830188679,0.6923076923076922,0.3333333333333333,0.3333333333333333,0,0.1565995525727069,1
48,48,2020,0.28301886792452824,1,0.1666666666666666,0,0.2211055276381909,0.0492170022371364,1
268,268,2016,0.5188679245283019,0.6153846153846153,0.1666666666666666,0,0.1206030150753769,0.1275167785234899,1
303,303,2016,0.830188679245283,0,0.3333333333333333,0,0.0452261306532663,0.1521252796420581,2
163,163,2020,0.5283018867924528,0,0.1666666666666666,0,0.3618090452261306,0.0425055928411633,2
304,304,2015,0.5377358490566038,0,0.1666666666666666,0,0,0.1252796420581655,2
305,305,2018,0.6509433962264152,0.30769230769230765,0.1666666666666666,0,0.1206030150753769,0.1275167785234899,2
161,161,2016,0.5377358490566038,0,0.1666666666666666,0,0.1959798994974874,0.0604026845637583,2
315,315,2017,0.9226415094339623,0.30769230769230765,0.5,0,0,0.0917225950782997,2
152,152,2016,0.5094339622641509,0.38461538461538447,0.1666666666666666,0,0.271356783919598,0.0671140939597315,2
316,316,2013,0.660377358490566,0.30769230769230765,0.1666666666666666,0,0,0.1610738255033557,2
170,170,2019,0.5188679245283019,0.38461538461538447,0.1666666666666666,0,0.2211055276381909,0.0492170022371364,2
302,302,2019,0.539622641509434,0,0.3333333333333333,0,0,0.1498881431767337,2
234,234,2023,0.6716981132075471,0,0.3333333333333333,0,0.0904522613065326,0.1364653243847874,2
181,181,2018,0.5566037735849056,0,0.1666666666666666,0,0.3567839195979899,0.0447427293064876,2
232,232,2018,0.750943396226415,0,0.1666666666666666,0,0,0.0917225950782997,2
229,229,2017,0.7264150943396227,0.07692307692307689,0.1666666666666666,0,0,0.1029082774049217,2
243,243,2019,0.7396226415094339,0,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,2
248,248,2020,0.7452830188679246,0,0.3333333333333333,0,0,0.1208053691275167,2
228,228,2022,0.6584905660377359,0,0.1666666666666666,0,0,0.1096196868008948,2
259,259,2014,0.839622641509434,0,0.1666666666666666,0,0,0.0917225950782997,2
261,261,2019,0.9999999999999999,0.6923076923076922,0.1666666666666666,0,0,0.1252796420581655,2
262,262,2018,0.839622641509434,0,0.1666666666666666,0,0,0.1364653243847874,2
224,224,2017,0.9150943396226415,0,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,2
263,263,2016,0.660377358490566,0,0.1666666666666666,0.3333333333333333,0,0.1096196868008948,2
266,266,2015,0.7264150943396227,0.07692307692307689,0.6666666666666666,0,0.1809045226130653,0.1230425055928411,2
223,223,2018,0.5188679245283019,0,0.3333333333333333,0,0.0452261306532663,0.1096196868008948,2
221,221,2019,0.660377358490566,0,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,2
273,273,2017,0.669811320754717,0.4615384615384615,0.1666666666666666,0,0,0.1230425055928411,2
274,274,2016,0.9056603773584905,0.38461538461538447,0.3333333333333333,0,0,0.1252796420581655,2
283,283,2018,0.5094339622641509,0,0.1666666666666666,0,0.1206030150753769,0.1319910514541387,2
211,211,2021,0.9056603773584905,0.23076923076923064,0.3333333333333333,0,0.3065326633165829,0.0827740492170022,2
208,208,2019,0.5566037735849056,0.30769230769230765,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,2
287,287,2016,0.5471698113207547,0,0.1666666666666666,0,0.1809045226130653,0.1342281879194631,2
203,203,2018,0.5283018867924528,0,0.3333333333333333,0,0.2814070351758794,0.0805369127516778,2
185,185,2017,0.9056603773584905,0,0.3333333333333333,0,0.3065326633165829,0.0939597315436241,2
178,178,2016,0.5,0.07692307692307689,0.3333333333333333,0,0.5577889447236181,0.0693512304250559,2
286,286,2013,0.5471698113207547,0.07692307692307689,0.3333333333333333,0,0,0.1029082774049217,2
318,318,2023,0.7433962264150943,0,0.1666666666666666,0,0,0.1096196868008948,2
45,45,2021,0.5188679245283019,0,0.3333333333333333,0.3333333333333333,0.3266331658291457,0.105145413870246,2
30,30,2018,0.5566037735849056,0,0.1666666666666666,0,0.3567839195979899,0.0290827740492169,2
113,113,2021,0.5566037735849056,0,0.3333333333333333,0,0.6633165829145728,0.0604026845637583,2
26,26,2020,0.5566037735849056,0,0.3333333333333333,0,0.5276381909547738,0.0827740492170022,2
36,36,2017,0.5283018867924528,0.23076923076923064,0.3333333333333333,0,0.3115577889447236,0.0604026845637583,2
55,55,2020,0.5,0,0.1666666666666666,0,0.4824120603015075,0.0671140939597315,2
134,134,2019,0.5188679245283019,0.15384615384615377,0.1666666666666666,0,0.271356783919598,0.0604026845637583,2
31,31,2017,0.5566037735849056,0,0.1666666666666666,0,0.3567839195979899,0.0290827740492169,2
99,99,2017,0.5566037735849056,0,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,2
112,112,2017,0.5283018867924528,0,0.3333333333333333,0,0.3115577889447236,0.0604026845637583,2
138,138,2023,0.9056603773584905,0.07692307692307689,0.3333333333333333,0,0.3065326633165829,0.0939597315436241,2
140,140,2016,0.5188679245283019,0,0.1666666666666666,0,0.2211055276381909,0.0492170022371364,2
44,44,2017,0.5566037735849056,0,0.3333333333333333,0,0.5276381909547738,0.0827740492170022,2
54,54,2019,0.5188679245283019,0,0.1666666666666666,0,0.1959798994974874,0.0715883668903803,2
65,65,2017,0.5188679245283019,0.23076923076923064,0.3333333333333333,0,0.2462311557788944,0.0536912751677852,2
72,72,2020,0.9056603773584905,0.15384615384615377,0.1666666666666666,0,0.1608040201005025,0.0559284116331096,2
73,73,2017,0.5188679245283019,0.30769230769230765,0.1666666666666666,0,0.3417085427135679,0.0827740492170022,2
62,62,2019,0.5188679245283019,0,0.3333333333333333,0,0.2864321608040201,0.0827740492170022,2
258,258,2017,0.18679245283018864,0,0.1666666666666666,0.3333333333333333,0,0.1029082774049217,3
256,256,2020,0.18679245283018864,0.15384615384615377,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,3
253,253,2020,0.320754716981132,0.07692307692307689,0.3333333333333333,0,0,0.1208053691275167,3
56,56,2017,0.28301886792452824,0.07692307692307689,0.1666666666666666,0.3333333333333333,0.1557788944723618,0.0984340044742729,3
251,251,2016,0,0.30769230769230765,0.1666666666666666,0,0,0.1096196868008948,3
249,249,2017,0.18679245283018864,0,0.1666666666666666,0.6666666666666667,0,0.1096196868008948,3
53,53,2022,0.17924528301886788,0,0.1666666666666666,0,0.4472361809045226,0.0290827740492169,3
257,257,2014,0,0,0.3333333333333333,0.6666666666666667,0,0.1096196868008948,3
247,247,2019,0.09433962264150941,0,0.3333333333333333,0,0,0.1096196868008948,3
52,52,2023,0.13207547169811318,0.15384615384615377,0,0,0.1758793969849246,0.0290827740492169,3
245,245,2023,0.28301886792452824,0.07692307692307689,0.1666666666666666,0,0,0.1096196868008948,3
244,244,2010,0.13207547169811318,0,0.1666666666666666,0,0.1809045226130653,0.1230425055928411,3
60,60,2020,0.06603773584905659,0,0.1666666666666666,0,0.1708542713567839,0.0156599552572706,3
242,242,2018,0.13207547169811318,0,0.1666666666666666,0,0,0.1208053691275167,3
241,241,2020,0.28301886792452824,0.15384615384615377,0.3333333333333333,0,0,0.1096196868008948,3
240,240,2018,0.28301886792452824,0.23076923076923064,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,3
61,61,2018,0.13207547169811318,0.07692307692307689,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
238,238,2021,0.1132075471698113,0.07692307692307689,0.1666666666666666,0,0,0.1096196868008948,3
236,236,2020,0.13207547169811318,0.30769230769230765,0.1666666666666666,0,0,0.1096196868008948,3
147,147,2022,0.13207547169811318,0.23076923076923064,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
70,70,2023,0.28301886792452824,0.38461538461538447,0.1666666666666666,0,0.1959798994974874,0.0380313199105145,3
58,58,2016,0.28301886792452824,0,0.3333333333333333,0.3333333333333333,0.0904522613065326,0.1275167785234899,3
51,51,2010,0.07547169811320753,0.23076923076923064,0.1666666666666666,0,0.0452261306532663,0.0872483221476509,3
144,144,2019,0.10377358490566035,0,0,0.3333333333333333,0.1306532663316583,0.0380313199105145,3
47,47,2018,0.09433962264150941,0.30769230769230765,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
3,3,2019,0.18867924528301883,0.23076923076923064,0,0,0.0804020100502512,0.1610738255033557,3
8,8,2018,0.28301886792452824,0.38461538461538447,0.1666666666666666,0,0.3417085427135679,0.0604026845637583,3
10,10,2018,0.14150943396226412,0.15384615384615377,0.1666666666666666,0,0.1708542713567839,0.0290827740492169,3
309,309,2018,0.28301886792452824,0,0.1666666666666666,0.3333333333333333,0,0.1543624161073825,3
11,11,2019,0.19811320754716977,0.30769230769230765,0.1666666666666666,0,0.1507537688442211,0.0492170022371364,3
12,12,2020,0.2075471698113207,0.07692307692307689,0.1666666666666666,0,0.1809045226130653,0.0492170022371364,3
17,17,2018,0.13207547169811318,0,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
19,19,2023,0.18301886792452826,0,0.1666666666666666,0,0.1959798994974874,0.0492170022371364,3
301,301,2018,0,0.23076923076923064,0.3333333333333333,0.3333333333333333,0.1206030150753769,0.1476510067114094,3
300,300,2016,0.28301886792452824,0.07692307692307689,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,3
20,20,2022,0.28301886792452824,0,0.1666666666666666,0,0.3467336683417085,0.105145413870246,3
22,22,2017,0.18679245283018864,0.07692307692307689,0.1666666666666666,0,0.1909547738693467,0.1140939597315436,3
24,24,2016,0.09433962264150941,0,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
294,294,2017,0.06603773584905659,0.15384615384615377,0.3333333333333333,0.3333333333333333,0.1809045226130653,0.1431767337807606,3
292,292,2022,0.06603773584905659,0.38461538461538447,0.1666666666666666,0.3333333333333333,0,0.1364653243847874,3
291,291,2023,0.14150943396226412,0.07692307692307689,0.5,0,0,0.0917225950782997,3
25,25,2018,0.33018867924528295,0.07692307692307689,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,3
269,269,2017,0.14150943396226412,0.23076923076923064,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,3
46,46,2016,0.18679245283018864,0.07692307692307689,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
230,230,2019,0.15094339622641506,0,0.1666666666666666,0.3333333333333333,0.1206030150753769,0.1275167785234899,3
43,43,2020,0.009433962264150941,0,0,0,0.1206030150753769,0,3
41,41,2023,0.13207547169811318,0.07692307692307689,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
40,40,2022,0.28301886792452824,0,0.1666666666666666,0,0.3969849246231156,0.0290827740492169,3
49,49,2018,0.09433962264150941,0.07692307692307689,0.1666666666666666,0,0.3065326633165829,0.0290827740492169,3
278,278,2015,0.1132075471698113,0.07692307692307689,0.1666666666666666,0.6666666666666667,0,0.1096196868008948,3
38,38,2019,0.2584905660377358,0,0.1666666666666666,0,0.1909547738693467,0.0290827740492169,3
37,37,2019,0.23584905660377353,0.15384615384615377,0.1666666666666666,0,0.1708542713567839,0.0290827740492169,3
34,34,2018,0.06603773584905659,0.07692307692307689,0.1666666666666666,0,0.185929648241206,0.0156599552572706,3
32,32,2019,0.14716981132075468,0.30769230769230765,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,3
285,285,2012,0.15094339622641506,0,0.6666666666666666,0,0,0.1096196868008948,3
28,28,2019,0.09433962264150941,0,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
39,39,2018,0.24716981132075466,0,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,3
74,74,2021,0.18679245283018864,0.07692307692307689,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
0,0,2014,0,0,0.1666666666666666,0,0.1206030150753769,0.0156599552572706,3
81,81,2018,0.06603773584905659,0,0.1666666666666666,0,0.185929648241206,0.0156599552572706,3
120,120,2023,0.13207547169811318,0,0,0,0.1758793969849246,0.0290827740492169,3
189,189,2022,0.13207547169811318,0.38461538461538447,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
121,121,2022,0.13207547169811318,0,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
79,79,2019,0.33018867924528295,0,0.1666666666666666,0,0.1809045226130653,0.1096196868008948,3
186,186,2019,0.18679245283018864,0,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
122,122,2019,0.28301886792452824,0,0.1666666666666666,0,0.2261306532663316,0.0492170022371364,3
184,184,2018,0.09433962264150941,0,0.1666666666666666,0,0.1206030150753769,0.0156599552572706,3
183,183,2020,0.09433962264150941,0.30769230769230765,0.1666666666666666,0,0.1206030150753769,0.0156599552572706,3
182,182,2019,0.2735849056603773,0,0.1666666666666666,0,0.2211055276381909,0.0290827740492169,3
123,123,2020,0.23584905660377353,0.07692307692307689,0.1666666666666666,0,0.1909547738693467,0.0604026845637583,3
180,180,2020,0.17924528301886788,0,0,0,0.3567839195979899,0.0044742729306487,3
179,179,2018,0.09433962264150941,0.23076923076923064,0.1666666666666666,0,0.2010050251256281,0.0290827740492169,3
125,125,2021,0.18679245283018864,0,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
177,177,2021,0.09433962264150941,0.07692307692307689,0.1666666666666666,0,0.3065326633165829,0.0290827740492169,3
126,126,2016,0,0,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
127,127,2018,0.320754716981132,0,0.1666666666666666,0,0.2914572864321608,0.0290827740492169,3
128,128,2020,0.10377358490566035,0.07692307692307689,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,3
143,143,2018,0.1132075471698113,0.07692307692307689,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,3
154,154,2020,0.14150943396226412,0.15384615384615377,0.1666666666666666,0,0.4673366834170854,0.0604026845637583,3
155,155,2023,0.09999999999999998,0.30769230769230765,0.1666666666666666,0,0.185929648241206,0.0156599552572706,3
142,142,2020,0.10377358490566035,0,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,3
141,141,2018,0.1132075471698113,0,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,3
137,137,2022,0.13207547169811318,0,0.1666666666666666,0,0.1256281407035175,0.0156599552572706,3
191,191,2019,0.08867924528301885,0.15384615384615377,0.1666666666666666,0,0.1959798994974874,0.0290827740492169,3
136,136,2018,0.14150943396226412,0,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,3
165,165,2019,0.1132075471698113,0,0.1666666666666666,0,0.1809045226130653,0.0290827740492169,3
169,169,2019,0.2415094339622641,0.07692307692307689,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,3
131,131,2020,0.18679245283018864,0.07692307692307689,0.1666666666666666,0,0.1507537688442211,0.0290827740492169,3
171,171,2018,0.1132075471698113,0.23076923076923064,0.1666666666666666,0,0.1708542713567839,0.0201342281879194,3
172,172,2022,0.2547169811320754,0.15384615384615377,0.1666666666666666,0,0.1959798994974874,0.0492170022371364,3
129,129,2018,0.18679245283018864,0.30769230769230765,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
135,135,2019,0.14150943396226412,0,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,3
192,192,2019,0.09433962264150941,0.15384615384615377,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
187,187,2019,0.18679245283018864,0,0.1666666666666666,0,0.2613065326633166,0.0290827740492169,3
102,102,2018,0.12264150943396224,0,0.1666666666666666,0,0.1206030150753769,0.0290827740492169,3
